4.874716363894729954e-01,3.094192519859709137e+03,1.000000000000000000e+00,5.163980332994464817e+01,2.936175465583801270e-01,-1.574882202148437500e+02,4.740828704833984375e+01,-3.537471008300781250e+01,1.673895835876464844e+01,-1.478282546997070312e+01,-2.014582633972167969e+00,-1.071525382995605469e+01,-2.605301618576049805e+00,-1.815764188766479492e+00,7.286231040954589844e+00,-1.430552005767822266e+00,3.494446754455566406e+00,2.988868236541748047e+00,3.155259609222412109e+00,8.072738647460937500e+00,3.909652948379516602e+00,5.282910823822021484e+00,9.270075798034667969e+00,2.529630422592163086e+00,3.487801313400268555e+00,1.000000000000000000e+00
4.996780040483810303e-01,9.923001769708972688e+02,1.000000000000000000e+00,2.415538620927331337e+01,2.521512508392333984e-01,-3.724278869628906250e+02,1.833067932128906250e+02,-1.308229446411132812e+01,3.932507991790771484e+00,1.687549591064453125e+01,-5.816745281219482422e+00,-4.877746582031250000e+00,-6.733412742614746094e+00,-1.140527248382568359e+01,-1.353399872779846191e+00,-2.586693763732910156e+00,-3.292687654495239258e+00,-5.660468578338623047e+00,-1.574068188667297363e+00,-1.330675363540649414e+00,-1.785727500915527344e+00,6.163210272789001465e-01,-4.263461530208587646e-01,-3.557423595339059830e-03,-9.790464043617248535e-01,1.000000000000000000e+00
4.979440634075032457e-01,2.018123334787022031e+03,1.000000000000000000e+00,5.134453112448287726e+01,3.734481632709503174e-01,-1.740571746826171875e+02,1.360464935302734375e+02,-6.037564849853515625e+01,4.883183002471923828e+00,-2.708516311645507812e+01,-8.613901138305664062e+00,-1.928485870361328125e+01,-1.268238162994384766e+01,-1.625456237792968750e+01,-7.103937625885009766e+00,-8.934518814086914062e+00,-1.959241747856140137e+00,-6.821316242218017578e+00,-4.039595723152160645e-01,-2.324508905410766602e+00,3.904526948928833008e+00,1.267486333847045898e+00,3.452983379364013672e+00,-2.793782711029052734e+00,1.339154720306396484e+00,1.000000000000000000e+00
4.921080757491697044e-01,2.280780973391119915e+03,1.000000000000000000e+00,5.876430428761180025e+01,3.682483434677124023e-01,-1.684467620849609375e+02,9.298608398437500000e+01,-2.337319135665893555e+00,2.788529777526855469e+01,-3.521362781524658203e+00,1.273948192596435547e+01,3.071577072143554688e+00,5.617084026336669922e+00,-9.509437680244445801e-01,3.745061159133911133e+00,-1.407138824462890625e+00,5.039023876190185547e+00,-9.999821335077285767e-02,5.749151706695556641e+00,6.505109835416078568e-03,1.418378353118896484e+00,1.722679473459720612e-02,9.663450717926025391e-01,-9.376869797706604004e-01,1.504779338836669922e+00,1.000000000000000000e+00
4.978291728332167043e-01,2.009220348172893409e+03,1.000000000000000000e+00,8.427090115690305083e+01,3.616969585418701172e-01,-2.696954956054687500e+02,1.100072402954101562e+02,1.736732292175292969e+01,5.971049499511718750e+01,1.269146537780761719e+01,2.596753501892089844e+01,9.185563087463378906e+00,1.875419425964355469e+01,2.988606691360473633e+00,1.053151893615722656e+01,3.413007259368896484e+00,1.035611867904663086e+00,1.419479101896286011e-01,2.917224884033203125e+00,-3.365510702133178711e+00,-2.667977809906005859e+00,-6.870371341705322266e+00,-2.812597751617431641e+00,-3.701802968978881836e+00,6.086062192916870117e-01,1.000000000000000000e+00
4.944126899662735775e-01,2.161364289103123156e+03,1.000000000000000000e+00,4.683652561107364676e+01,3.312866687774658203e-01,-1.929407196044921875e+02,8.926897430419921875e+01,-5.037344741821289062e+01,2.602531433105468750e+01,8.229466438293457031e+00,-1.759847259521484375e+01,-1.088024902343750000e+01,-7.906819820404052734e+00,-1.670379066467285156e+01,-3.775859177112579346e-01,-8.666503906250000000e+00,2.542540788650512695e+00,7.973954081535339355e-01,5.582993507385253906e+00,9.938136100769042969e+00,1.037300300598144531e+01,8.608414649963378906e+00,1.148888874053955078e+01,9.776005744934082031e+00,1.297631502151489258e+00,1.000000000000000000e+00
4.903922757252845432e-01,2.559092528458471861e+03,1.000000000000000000e+00,1.118416459963394516e+02,3.988914787769317627e-01,-8.816304016113281250e+01,8.890515136718750000e+01,-1.125345420837402344e+01,2.822074508666992188e+01,1.240875530242919922e+01,-9.352250695228576660e-01,-1.131534337997436523e+00,2.759847879409790039e+00,-3.141911327838897705e-01,4.793251514434814453e+00,-6.971158027648925781e+00,1.704916357994079590e+00,6.357558369636535645e-01,-8.453732728958129883e-01,-1.315626025199890137e+00,1.246981263160705566e+00,2.952015399932861328e+00,5.212842464447021484e+00,-3.100506305694580078e+00,2.993084669113159180e+00,1.000000000000000000e+00
4.944429243279279129e-01,2.287878872638083067e+03,1.000000000000000000e+00,2.167502175426738020e+01,3.730163276195526123e-01,-2.803564758300781250e+02,1.050740127563476562e+02,-5.433738708496093750e+00,2.482077217102050781e+01,-1.622156858444213867e+00,6.301795482635498047e+00,4.647369384765625000e-01,7.712527751922607422e+00,1.006466746330261230e+00,5.509385108947753906e+00,-1.688354730606079102e+00,2.671956062316894531e+00,-5.939860343933105469e+00,-2.754323959350585938e+00,-3.532550096511840820e+00,3.547937631607055664e+00,-1.918214559555053711e+00,-7.297104597091674805e-02,1.473582386970520020e+00,7.229253053665161133e-01,1.000000000000000000e+00
4.938049792970208296e-01,2.505038859519357175e+03,1.000000000000000000e+00,8.039224825326860469e+01,4.756129682064056396e-01,-1.667133178710937500e+02,9.568825531005859375e+01,9.338745117187500000e+00,4.021437835693359375e+01,1.298664665222167969e+01,1.052084922790527344e+01,1.053713440895080566e+00,1.063394927978515625e+01,-3.727633655071258545e-01,8.626379013061523438e+00,7.217872738838195801e-01,6.200742721557617188e+00,2.324787378311157227e+00,2.917411565780639648e+00,6.917359352111816406e+00,4.105334758758544922e+00,3.194695234298706055e+00,2.959625482559204102e+00,2.169698238372802734e+00,3.745661735534667969e+00,1.000000000000000000e+00
4.995200295087369735e-01,1.179347675802444883e+03,1.000000000000000000e+00,1.068172503329325025e+02,2.365904748439788818e-01,-2.173189849853515625e+02,1.753148651123046875e+02,-3.943313598632812500e+01,2.107567214965820312e+01,-6.109157204627990723e-01,-9.915713310241699219e+00,-1.220084190368652344e+01,-1.083793163299560547e+01,-7.804633617401123047e+00,-1.073921680450439453e+00,-7.390768527984619141e+00,-7.393713474273681641e+00,-6.690175533294677734e+00,-8.133487701416015625e+00,-6.060083389282226562e+00,-2.049308538436889648e+00,-3.661431312561035156e+00,-2.247856378555297852e+00,-3.641676425933837891e+00,-2.005631208419799805e+00,1.000000000000000000e+00
